sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"MFSD5","Approved symbol","MFSD5","major facilitator superfamily domain containing 5","HGNC:28156","12q13.13"
"MFSD6","Approved symbol","MFSD6","major facilitator superfamily domain containing 6","HGNC:24711","2q32.2"
"MFSD6L","Approved symbol","MFSD6L","major facilitator superfamily domain containing 6 like","HGNC:26656","17p13.1"
"MFSD7","Previous symbol","SLC49A3","solute carrier family 49 member 3","HGNC:26177","4p16.3"
"MFSD8","Approved symbol","MFSD8","major facilitator superfamily domain containing 8","HGNC:28486","4q28.2"
"MFSD9","Approved symbol","MFSD9","major facilitator superfamily domain containing 9","HGNC:28158","2q12.1"
"MGA","Approved symbol","MGA","MAX dimerization protein MGA","HGNC:14010","15q15"
"MGA","Alias symbol","MGAM","maltase-glucoamylase","HGNC:7043","7q34"
"MGARP","Approved symbol","MGARP","mitochondria localized glutamic acid rich protein","HGNC:29969","4q31.1"
"MGAT1","Approved symbol","MGAT1","alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase","HGNC:7044","5q35.3"
"MGAT1","Alias symbol","MOGAT1","monoacylglycerol O-acyltransferase 1","HGNC:18210","2q36.1"
"MGAT2","Approved symbol","MGAT2","alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase","HGNC:7045","14q21.3"
"MGAT2","Alias symbol","MOGAT2","monoacylglycerol O-acyltransferase 2","HGNC:23248","11q13.5"
"MGAT3","Approved symbol","MGAT3","beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase","HGNC:7046","22q13.1"
"MGAT3","Alias symbol","MOGAT3","monoacylglycerol O-acyltransferase 3","HGNC:23249","7q22.1"
"MGAT4A","Approved symbol","MGAT4A","alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A","HGNC:7047","2q11.2"
"MGAT4B","Approved symbol","MGAT4B","alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B","HGNC:7048","5q35.3"
"MGAT5","Approved symbol","MGAT5","alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase","HGNC:7049","2q21.2-q21.3"
"MGAT5B","Approved symbol","MGAT5B","alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B","HGNC:24140","17q25.2"
"MGC16275","Unmatched","","","",""
"MGC45922","Alias symbol","LINC01869","long intergenic non-protein coding RNA 1869","HGNC:25050","19q13.33"
"MGEA5","Previous symbol","OGA","O-GlcNAcase","HGNC:7056","10q24.32"
"MGLL","Approved symbol","MGLL","monoglyceride lipase","HGNC:17038","3q21.3"
"MGME1","Approved symbol","MGME1","mitochondrial genome maintenance exonuclease 1","HGNC:16205","20p11.23"
"MGMT","Approved symbol","MGMT","O-6-methylguanine-DNA methyltransferase","HGNC:7059","10q26.3"
"MGP","Approved symbol","MGP","matrix Gla protein","HGNC:7060","12p12.3"
"MGRN1","Approved symbol","MGRN1","mahogunin ring finger 1","HGNC:20254","16p13.3"
"MGST1","Approved symbol","MGST1","microsomal glutathione S-transferase 1","HGNC:7061","12p12.3"
"MGST2","Approved symbol","MGST2","microsomal glutathione S-transferase 2","HGNC:7063","4q31.1"
"MGST3","Approved symbol","MGST3","microsomal glutathione S-transferase 3","HGNC:7064","1q24.1"
"MIA","Approved symbol","MIA","MIA SH3 domain containing","HGNC:7076","19q13.2"
"MIA3","Approved symbol","MIA3","MIA SH3 domain ER export factor 3","HGNC:24008","1q41"
"MIAT","Approved symbol","MIAT","myocardial infarction associated transcript","HGNC:33425","22q12.1"
"MIAT_exon5_3","Unmatched","","","",""
"MIATNB","Approved symbol","MIATNB","MIAT neighbor","HGNC:50731","22q12.1"
"MIB1","Approved symbol","MIB1","mindbomb E3 ubiquitin protein ligase 1","HGNC:21086","18q11.2"
"MIB2","Approved symbol","MIB2","mindbomb E3 ubiquitin protein ligase 2","HGNC:30577","1p36.33"
"MICA","Approved symbol","MICA","MHC class I polypeptide-related sequence A","HGNC:7090","6p21.33"
"MICAL1","Approved symbol","MICAL1","microtubule associated monooxygenase, calponin and LIM domain containing 1","HGNC:20619","6q21"
"MICAL2","Approved symbol","MICAL2","microtubule associated monooxygenase, calponin and LIM domain containing 2","HGNC:24693","11p15.3"
"MICAL3","Approved symbol","MICAL3","microtubule associated monooxygenase, calponin and LIM domain containing 3","HGNC:24694","22q11.21"
"MICALCL","Approved symbol","MICALCL","MICAL C-terminal like","HGNC:25933","11p15.3"
"MICALL1","Approved symbol","MICALL1","MICAL like 1","HGNC:29804","22q13.1"
"MICALL2","Approved symbol","MICALL2","MICAL like 2","HGNC:29672","7p22.3"
"MICB","Approved symbol","MICB","MHC class I polypeptide-related sequence B","HGNC:7091","6p21.33"
"MICU1","Approved symbol","MICU1","mitochondrial calcium uptake 1","HGNC:1530","10q22.1"
"MICU2","Approved symbol","MICU2","mitochondrial calcium uptake 2","HGNC:31830","13q12.11"
"MICU3","Approved symbol","MICU3","mitochondrial calcium uptake family member 3","HGNC:27820","8p22"
"MID1IP1","Approved symbol","MID1IP1","MID1 interacting protein 1","HGNC:20715","Xp11.4"
"MID1IP1-AS1","Approved symbol","MID1IP1-AS1","MID1IP1 antisense RNA 1","HGNC:40932","Xp11.4"
"MID2","Approved symbol","MID2","midline 2","HGNC:7096","Xq22.3"
"MIDN","Approved symbol","MIDN","midnolin","HGNC:16298","19p13.3"
"MIEF1","Approved symbol","MIEF1","mitochondrial elongation factor 1","HGNC:25979","22q13.1"
"MIEF2","Approved symbol","MIEF2","mitochondrial elongation factor 2","HGNC:17920","17p11.2"
"MIEN1","Approved symbol","MIEN1","migration and invasion enhancer 1","HGNC:28230","17q12"
"MIER1","Approved symbol","MIER1","MIER1 transcriptional regulator","HGNC:29657","1p31.3"
"MIER2","Approved symbol","MIER2","MIER family member 2","HGNC:29210","19p13.3"
"MIER3","Approved symbol","MIER3","MIER family member 3","HGNC:26678","5q11.2"
"MIF","Approved symbol","MIF","macrophage migration inhibitory factor","HGNC:7097","22q11.23"
"MIF","Alias symbol","S100A9","S100 calcium binding protein A9","HGNC:10499","1q21.3"
"MIF-AS1","Approved symbol","MIF-AS1","MIF antisense RNA 1","HGNC:27669","22q11.23"
"MIF4GD","Approved symbol","MIF4GD","MIF4G domain containing","HGNC:24030","17q25.1"
"MIIP","Approved symbol","MIIP","migration and invasion inhibitory protein","HGNC:25715","1p36.22"
"MILR1","Approved symbol","MILR1","mast cell immunoglobulin like receptor 1","HGNC:27570","17q23.3"
"MINA","Previous symbol","RIOX2","ribosomal oxygenase 2","HGNC:19441","3q11.2"
"MINCR","Approved symbol","MINCR","MYC-induced long non-coding RNA","HGNC:51653","8q24.3"
"MINK1","Approved symbol","MINK1","misshapen like kinase 1","HGNC:17565","17p13.2"
"MINOS1","Previous symbol","MICOS10","mitochondrial contact site and cristae organizing system subunit 10","HGNC:32068","1p36.13"
"MINOS1-NBL1","Previous symbol","MICOS10-NBL1","MICOS10-NBL1 readthrough","HGNC:48338","1p36.13"
"MINPP1","Approved symbol","MINPP1","multiple inositol-polyphosphate phosphatase 1","HGNC:7102","10q23.2"
"MIOS","Approved symbol","MIOS","meiosis regulator for oocyte development","HGNC:21905","7p21.3"
"MIOX","Approved symbol","MIOX","myo-inositol oxygenase","HGNC:14522","22q13.33"
"MIP","Approved symbol","MIP","major intrinsic protein of lens fiber","HGNC:7103","12q13.3"
"MIP","Alias symbol","MIPEP","mitochondrial intermediate peptidase","HGNC:7104","13q12.12"
"MIP","Alias symbol","TNPO1","transportin 1","HGNC:6401","5q13.2"
"MIP","Alias symbol","MAFIP","MAFF interacting protein (pseudogene)","HGNC:31102","14 unplaced"
"MIPEP","Approved symbol","MIPEP","mitochondrial intermediate peptidase","HGNC:7104","13q12.12"
"MIR133A1HG","Approved symbol","MIR133A1HG","MIR133A1 host gene","HGNC:49594","18q11.2"
"MIR142","Approved symbol","MIR142","microRNA 142","HGNC:31529","17q22"
"MIR1539","Approved symbol","MIR1539","microRNA 1539","HGNC:35383","18q21.1"
"MIR155HG","Approved symbol","MIR155HG","MIR155 host gene","HGNC:35460","21q21.3"
"MIR17HG","Approved symbol","MIR17HG","miR-17-92a-1 cluster host gene","HGNC:23564","13q31.3"
"MIR181A1HG","Approved symbol","MIR181A1HG","MIR181A1 host gene","HGNC:48659","1q32.1"
"MIR194-2HG","Approved symbol","MIR194-2HG","MIR194-2 host gene","HGNC:51946","11q13.1"
"MIR210HG","Approved symbol","MIR210HG","MIR210 host gene","HGNC:39524","11p15.5"
"MIR222HG","Approved symbol","MIR222HG","miR222/221 cluster host gene","HGNC:49555","Xp11.3"
"MIR22HG","Approved symbol","MIR22HG","MIR22 host gene","HGNC:28219","17p13.3"
"MIR3142HG","Approved symbol","MIR3142HG","MIR3142 host gene","HGNC:51944","5q33.3"
"MIR3179-1","Approved symbol","MIR3179-1","microRNA 3179-1","HGNC:38353","16p13.11"
"MIR3179-3","Approved symbol","MIR3179-3","microRNA 3179-3","HGNC:38214","16p12.3"
"MIR3180-1","Approved symbol","MIR3180-1","microRNA 3180-1","HGNC:38382","16p13.11"
"MIR3180-2","Approved symbol","MIR3180-2","microRNA 3180-2","HGNC:38343","16p13.11"
"MIR3180-3","Approved symbol","MIR3180-3","microRNA 3180-3","HGNC:38239","16p12.3"
"MIR3180-4","Approved symbol","MIR3180-4","microRNA 3180-4","HGNC:38920","16p13.11"
"MIR34AHG","Approved symbol","MIR34AHG","MIR34A host gene","HGNC:51913","1p36.22"
"MIR3945HG","Approved symbol","MIR3945HG","MIR3945 host gene","HGNC:52002","4q35.1"
"MIR4435-2HG","Approved symbol","MIR4435-2HG","MIR4435-2 host gene","HGNC:35163","2q13"
"MIR4458HG","Approved symbol","MIR4458HG","MIR4458 host gene","HGNC:49008","5p15.31"
"MIR4697HG","Previous symbol","IGSF9B","immunoglobulin superfamily member 9B","HGNC:32326","11q25"
"MIR497HG","Approved symbol","MIR497HG","mir-497-195 cluster host gene","HGNC:39523","17p13.1"
"MIR503HG","Approved symbol","MIR503HG","MIR503 host gene","HGNC:28258","Xq26.3"
"MIR600HG","Approved symbol","MIR600HG","MIR600 host gene","HGNC:23642","9q33.3"
"MIR646HG","Approved symbol","MIR646HG","MIR646 host gene","HGNC:27659","20q13.33"
"MIR762HG","Approved symbol","MIR762HG","MIR762 host gene","HGNC:51386","16p11.2"
"MIR9-3HG","Approved symbol","MIR9-3HG","MIR9-3 host gene","HGNC:27388","15q26.1"
"MIRLET7BHG","Approved symbol","MIRLET7BHG","MIRLET7B host gene","HGNC:37189","22q13.31"
"MIS12","Approved symbol","MIS12","MIS12 kinetochore complex component","HGNC:24967","17p13.2"
"MIS18A","Approved symbol","MIS18A","MIS18 kinetochore protein A","HGNC:1286","21q22.11"
"MIS18A-AS1","Approved symbol","MIS18A-AS1","MIS18A antisense RNA 1","HGNC:40106","21q22.11"
"MIS18BP1","Approved symbol","MIS18BP1","MIS18 binding protein 1","HGNC:20190","14q21.2"
"MITD1","Approved symbol","MITD1","microtubule interacting and trafficking domain containing 1","HGNC:25207","2q11.2"
"MITF","Approved symbol","MITF","melanocyte inducing transcription factor","HGNC:7105","3p13"
"MIXL1","Approved symbol","MIXL1","Mix paired-like homeobox","HGNC:13363","1q42.12"
"MKI67","Approved symbol","MKI67","marker of proliferation Ki-67","HGNC:7107","10q26.2"
"MKKS","Approved symbol","MKKS","McKusick-Kaufman syndrome","HGNC:7108","20p12.2"
"MKL1","Previous symbol","MRTFA","myocardin related transcription factor A","HGNC:14334","22q13.1-q13.2"
"MKL2","Previous symbol","MRTFB","myocardin related transcription factor B","HGNC:29819","16p13.12"
"MKLN1","Approved symbol","MKLN1","muskelin 1","HGNC:7109","7q32.3"
"MKLN1-AS","Approved symbol","MKLN1-AS","MKLN1 antisense RNA","HGNC:40374","7q32.3"
"MKNK1","Approved symbol","MKNK1","MAPK interacting serine/threonine kinase 1","HGNC:7110","1p33"
"MKNK1-AS1","Approved symbol","MKNK1-AS1","MKNK1 antisense RNA 1","HGNC:44129","1p33"
"MKNK2","Approved symbol","MKNK2","MAPK interacting serine/threonine kinase 2","HGNC:7111","19p13.3"
"MKRN1","Approved symbol","MKRN1","makorin ring finger protein 1","HGNC:7112","7q34"
"MKRN2","Approved symbol","MKRN2","makorin ring finger protein 2","HGNC:7113","3p25.2"
"MKRN2OS","Approved symbol","MKRN2OS","MKRN2 opposite strand","HGNC:40375","3p25.2"
"MKRN3","Approved symbol","MKRN3","makorin ring finger protein 3","HGNC:7114","15q11.2"
"MKRN3-AS1","Approved symbol","MKRN3-AS1","MKRN3 antisense RNA 1","HGNC:12910","15q11-q13"
"MKS1","Approved symbol","MKS1","MKS transition zone complex subunit 1","HGNC:7121","17q22"
"MLANA","Approved symbol","MLANA","melan-A","HGNC:7124","9p24.1"
"MLC1","Approved symbol","MLC1","modulator of VRAC current 1","HGNC:17082","22q13.33"
"MLEC","Approved symbol","MLEC","malectin","HGNC:28973","12q24.31"
"MLF1","Approved symbol","MLF1","myeloid leukemia factor 1","HGNC:7125","3q25.32"
"MLF2","Approved symbol","MLF2","myeloid leukemia factor 2","HGNC:7126","12p13.31"
"MLH1","Approved symbol","MLH1","mutL homolog 1","HGNC:7127","3p22.2"
"MLH3","Approved symbol","MLH3","mutL homolog 3","HGNC:7128","14q24.3"
"MLKL","Approved symbol","MLKL","mixed lineage kinase domain like pseudokinase","HGNC:26617","16q22.3"
"MLLT1","Approved symbol","MLLT1","MLLT1 super elongation complex subunit","HGNC:7134","19p13.3"
"MLLT10","Approved symbol","MLLT10","MLLT10 histone lysine methyltransferase DOT1L cofactor","HGNC:16063","10p12.31"
"MLLT11","Approved symbol","MLLT11","MLLT11 transcription factor 7 cofactor","HGNC:16997","1q21.3"
"MLLT3","Approved symbol","MLLT3","MLLT3 super elongation complex subunit","HGNC:7136","9p21.3"
"MLLT4","Previous symbol","AFDN","afadin, adherens junction formation factor","HGNC:7137","6q27"
"MLLT4-AS1","Previous symbol","AFDN-DT","AFDN divergent transcript","HGNC:21236","6q27"
"MLLT6","Approved symbol","MLLT6","MLLT6, PHD finger containing","HGNC:7138","17q12"
"MLST8","Approved symbol","MLST8","MTOR associated protein, LST8 homolog","HGNC:24825","16p13.3"
"MLX","Approved symbol","MLX","MAX dimerization protein MLX","HGNC:11645","17q21.1"
"MLXIP","Approved symbol","MLXIP","MLX interacting protein","HGNC:17055","12q21.31"
"MLYCD","Approved symbol","MLYCD","malonyl-CoA decarboxylase","HGNC:7150","16q23.3"
"MMAA","Approved symbol","MMAA","metabolism of cobalamin associated A","HGNC:18871","4q31.21"
"MMAB","Approved symbol","MMAB","metabolism of cobalamin associated B","HGNC:19331","12q24.11"
"MMACHC","Approved symbol","MMACHC","metabolism of cobalamin associated C","HGNC:24525","1p34.1"
"MMADHC","Approved symbol","MMADHC","metabolism of cobalamin associated D","HGNC:25221","2q23.2"
"MMD","Approved symbol","MMD","monocyte to macrophage differentiation associated","HGNC:7153","17q22"
"MME","Approved symbol","MME","membrane metalloendopeptidase","HGNC:7154","3q25.2"
"MMEL1","Approved symbol","MMEL1","membrane metalloendopeptidase like 1","HGNC:14668","1p36.32"
"MMGT1","Approved symbol","MMGT1","membrane magnesium transporter 1","HGNC:28100","Xq26.3"
"MMP11","Approved symbol","MMP11","matrix metallopeptidase 11","HGNC:7157","22q11.23"
"MMP14","Approved symbol","MMP14","matrix metallopeptidase 14","HGNC:7160","14q11.2"
"MMP15","Approved symbol","MMP15","matrix metallopeptidase 15","HGNC:7161","16q21"
"MMP17","Approved symbol","MMP17","matrix metallopeptidase 17","HGNC:7163","12q24.33"
"MMP19","Approved symbol","MMP19","matrix metallopeptidase 19","HGNC:7165","12q13.2"
"MMP21","Approved symbol","MMP21","matrix metallopeptidase 21","HGNC:14357","10q26.2"
"MMP21","Previous symbol","MMP23A","matrix metallopeptidase 23A (pseudogene)","HGNC:7170","1p36.33"
"MMP23B","Approved symbol","MMP23B","matrix metallopeptidase 23B","HGNC:7171","1p36.33"
"MMP24","Approved symbol","MMP24","matrix metallopeptidase 24","HGNC:7172","20q11.22"
"MMP24-AS1","Previous symbol","MMP24OS","MMP24 opposite strand","HGNC:44421","20q11.22"
"MMP25","Approved symbol","MMP25","matrix metallopeptidase 25","HGNC:14246","16p13.3"
"MMP25-AS1","Approved symbol","MMP25-AS1","MMP25 antisense RNA 1","HGNC:51372","16p13.3"
"MMP7","Approved symbol","MMP7","matrix metallopeptidase 7","HGNC:7174","11q22.2"
"MMP9","Approved symbol","MMP9","matrix metallopeptidase 9","HGNC:7176","20q13.12"
"MMRN1","Approved symbol","MMRN1","multimerin 1","HGNC:7178","4q22.1"
"MMRN2","Approved symbol","MMRN2","multimerin 2","HGNC:19888","10q23.2"
"MMS19","Approved symbol","MMS19","MMS19 homolog, cytosolic iron-sulfur assembly component","HGNC:13824","10q24.1"
"MMS22L","Approved symbol","MMS22L","MMS22 like, DNA repair protein","HGNC:21475","6q16.1"
"MN1","Approved symbol","MN1","MN1 proto-oncogene, transcriptional regulator","HGNC:7180","22q12.1"
"MNAT1","Approved symbol","MNAT1","MNAT1 component of CDK activating kinase","HGNC:7181","14q23.1"
"MND1","Approved symbol","MND1","meiotic nuclear divisions 1","HGNC:24839","4q31.3"
"MNDA","Approved symbol","MNDA","myeloid cell nuclear differentiation antigen","HGNC:7183","1q23.1"
"MNS1","Approved symbol","MNS1","meiosis specific nuclear structural 1","HGNC:29636","15q21.3"
"MNT","Approved symbol","MNT","MAX network transcriptional repressor","HGNC:7188","17p13.3"
"MNX1","Approved symbol","MNX1","motor neuron and pancreas homeobox 1","HGNC:4979","7q36.3"
"MOAP1","Approved symbol","MOAP1","modulator of apoptosis 1","HGNC:16658","14q32.12"
"MOB1A","Approved symbol","MOB1A","MOB kinase activator 1A","HGNC:16015","2p13.1"
"MOB1B","Approved symbol","MOB1B","MOB kinase activator 1B","HGNC:29801","4q13.3"
"MOB2","Approved symbol","MOB2","MOB kinase activator 2","HGNC:24904","11p15.5"
"MOB3A","Approved symbol","MOB3A","MOB kinase activator 3A","HGNC:29802","19p13.3"
"MOB3B","Approved symbol","MOB3B","MOB kinase activator 3B","HGNC:23825","9p21.2"
"MOB3C","Approved symbol","MOB3C","MOB kinase activator 3C","HGNC:29800","1p33"
"MOB4","Approved symbol","MOB4","MOB family member 4, phocein","HGNC:17261","2q33.1"
"MOCOS","Approved symbol","MOCOS","molybdenum cofactor sulfurase","HGNC:18234","18q12.2"
"MOCS2","Approved symbol","MOCS2","molybdenum cofactor synthesis 2","HGNC:7193","5q11.2"
"MOCS3","Approved symbol","MOCS3","molybdenum cofactor synthesis 3","HGNC:15765","20q13.13"
"MOGS","Approved symbol","MOGS","mannosyl-oligosaccharide glucosidase","HGNC:24862","2p13.1"
"MOK","Approved symbol","MOK","MOK protein kinase","HGNC:9833","14q32.31"
"MON1A","Approved symbol","MON1A","MON1 homolog A, secretory trafficking associated","HGNC:28207","3p21.31"
"MON1B","Approved symbol","MON1B","MON1 homolog B, secretory trafficking associated","HGNC:25020","16q23.1"
"MON2","Approved symbol","MON2","MON2 homolog, regulator of endosome-to-Golgi trafficking","HGNC:29177","12q14.1"
"MORC2","Approved symbol","MORC2","MORC family CW-type zinc finger 2","HGNC:23573","22q12.2"
"MORC2-AS1","Approved symbol","MORC2-AS1","MORC2 antisense RNA 1","HGNC:26662","22q12.2"
"MORC3","Approved symbol","MORC3","MORC family CW-type zinc finger 3","HGNC:23572","21q22.12"
"MORC4","Approved symbol","MORC4","MORC family CW-type zinc finger 4","HGNC:23485","Xq22.3"
"MORF4L1","Approved symbol","MORF4L1","mortality factor 4 like 1","HGNC:16989","15q25.1"
"MORF4L2","Approved symbol","MORF4L2","mortality factor 4 like 2","HGNC:16849","Xq22.2"
